date,raw_daily,raw_weekly,sleepingdrug1_harmonized_daily
2015.12.27,48,45,15.72
2015.12.28,53,45,17.3575
2015.12.29,53,45,17.3575
2015.12.30,42,45,13.755
2015.12.31,37,45,12.1175
2016.01.01,60,45,19.65
2016.01.02,67,45,21.942501
2016.01.03,67,63,21.899048
2016.01.04,87,63,28.436077
2016.01.05,80,63,26.148117
2016.01.06,83,63,27.128674
2016.01.07,49,63,16.015722
2016.01.08,85,63,27.782377
2016.01.09,54,63,17.649979
2016.01.10,56,61,17.971727
2016.01.11,70,61,22.464657
2016.01.12,56,61,17.971727
2016.01.13,100,61,32.092369
2016.01.14,83,61,26.636665
2016.01.15,78,61,25.032047
2016.01.16,55,61,17.650803
2016.01.17,45,47,15.057879
2016.01.18,55,47,18.404076
2016.01.19,57,47,19.073315
2016.01.20,54,47,18.069456
2016.01.21,74,47,24.761848
2016.01.22,30,47,10.038587
2016.01.23,53,47,17.734837
2016.01.24,59,53,19.506523
2016.01.25,40,53,13.224762
2016.01.26,77,53,25.457666
2016.01.27,65,53,21.490238
2016.01.28,56,53,18.514668
2016.01.29,57,53,18.845285
2016.01.30,66,53,21.820858
2016.01.31,71,55,23.848719
2016.02.01,60,55,20.153847
2016.02.02,55,55,18.47436
2016.02.03,51,55,17.13077
2016.02.04,56,55,18.810257
2016.02.05,59,55,19.817949
2016.02.06,77,55,25.864101
2016.02.07,66,57,21.334286
2016.02.08,75,57,24.243507
2016.02.09,61,57,19.718054
2016.02.10,64,57,20.687794
2016.02.11,59,57,19.07156
2016.02.12,70,57,22.627274
2016.02.13,67,57,21.657534
2016.02.14,65,59,21.242495
2016.02.15,64,59,20.915688
2016.02.16,60,59,19.608458
2016.02.17,99,59,32.353954
2016.02.18,32,59,10.457844
2016.02.19,66,59,21.569304
2016.02.20,87,59,28.432262
2016.02.21,80,68,26.296679
2016.02.22,98,68,32.213432
2016.02.23,74,68,24.324429
2016.02.24,76,68,24.981844
2016.02.25,64,68,21.037344
2016.02.26,80,68,26.296679
2016.02.27,70,68,23.009594
2016.02.28,71,53,22.928047
2016.02.29,46,53,14.854792
2016.03.01,51,53,16.469442
2016.03.02,76,53,24.542698
2016.03.03,54,53,17.438232
2016.03.04,67,53,21.636326
2016.03.05,65,53,20.990465
2016.03.06,51,54,16.62553
2016.03.07,74,54,24.12332
2016.03.08,61,54,19.885439
2016.03.09,58,54,18.907465
2016.03.10,63,54,20.53742
2016.03.11,47,54,15.321568
2016.03.12,80,54,26.079264
2016.03.13,59,57,19.154478
2016.03.14,61,57,19.803783
2016.03.15,53,57,17.206564
2016.03.16,83,57,26.946131
2016.03.17,69,57,22.400999
2016.03.18,56,57,18.180523
2016.03.19,79,57,25.647522
2016.03.20,50,49,16.672728
2016.03.21,59,49,19.673819
2016.03.22,51,49,17.006182
2016.03.23,66,49,22.007999
2016.03.24,51,49,17.006182
2016.03.25,52,49,17.339636
2016.03.26,56,49,18.673454
2016.03.27,49,49,16.554264
2016.03.28,54,49,18.243473
2016.03.29,58,49,19.594843
2016.03.30,64,49,21.621895
2016.03.31,66,49,22.297579
2016.04.01,39,49,13.175843
2016.04.02,50,49,16.892107
2016.04.03,68,56,22.07292
2016.04.04,53,56,17.203896
2016.04.05,66,56,21.423717
2016.04.06,68,56,22.07292
2016.04.07,61,56,19.800709
2016.04.08,78,56,25.318939
2016.04.09,58,56,18.826902
2016.04.10,83,54,26.810137
2016.04.11,66,54,21.318905
2016.04.12,63,54,20.349863
2016.04.13,53,54,17.119726
2016.04.14,59,54,19.057808
2016.04.15,54,54,17.442739
2016.04.16,60,54,19.380823
2016.04.17,55,53,17.885948
2016.04.18,50,53,16.259954
2016.04.19,74,53,24.064732
2016.04.20,64,53,20.81274
2016.04.21,58,53,18.861546
2016.04.22,73,53,23.739531
2016.04.23,53,53,17.23555
2016.04.24,68,60,22.504423
2016.04.25,71,60,23.497267
2016.04.26,70,60,23.166317
2016.04.27,75,60,24.821056
2016.04.28,61,60,20.18779
2016.04.29,72,60,23.828213
2016.04.30,58,60,19.194948
2016.05.01,64,52,21.370981
2016.05.02,55,52,18.365688
2016.05.03,48,52,16.028236
2016.05.04,45,52,15.026471
2016.05.05,73,52,24.376278
2016.05.06,57,52,19.033531
2016.05.07,66,52,22.038824
2016.05.08,58,59,19.406147
2016.05.09,59,59,19.740736
2016.05.10,78,59,26.097921
2016.05.11,78,59,26.097921
2016.05.12,67,59,22.417446
2016.05.13,58,59,19.406147
2016.05.14,64,59,21.413679
2016.05.15,57,59,18.907856
2016.05.16,67,59,22.225021
2016.05.17,74,59,24.547041
2016.05.18,62,59,20.566439
2016.05.19,70,59,23.220173
2016.05.20,71,59,23.551889
2016.05.21,65,59,21.561588
2016.05.22,71,63,23.252501
2016.05.23,66,63,21.615
2016.05.24,52,63,17.030001
2016.05.25,81,63,26.5275
2016.05.26,70,63,22.925001
2016.05.27,81,63,26.5275
2016.05.28,83,63,27.182501
2016.05.29,73,58,24.115393
2016.05.30,78,58,25.76713
2016.05.31,64,58,21.14226
2016.06.01,60,58,19.820869
2016.06.02,57,58,18.829826
2016.06.03,53,58,17.508434
2016.06.04,75,58,24.776087
2016.06.05,72,64,23.765669
2016.06.06,68,64,22.445354
2016.06.07,75,64,24.755905
2016.06.08,70,64,23.105513
2016.06.09,88,64,29.04693
2016.06.10,65,64,21.455118
2016.06.11,70,64,23.105513
2016.06.12,83,68,26.885963
2016.06.13,95,68,30.773092
2016.06.14,78,68,25.266329
2016.06.15,87,68,28.181675
2016.06.16,70,68,22.67491
2016.06.17,87,68,28.181675
2016.06.18,50,68,16.196363
2016.06.19,73,61,24.255426
2016.06.20,75,61,24.919958
2016.06.21,72,61,23.923161
2016.06.22,83,61,27.578089
2016.06.23,74,61,24.587692
2016.06.24,53,61,17.610104
2016.06.25,51,61,16.945572
2016.06.26,54,56,17.186291
2016.06.27,65,56,20.687202
2016.06.28,63,56,20.050673
2016.06.29,67,56,21.323732
2016.06.30,66,56,21.005466
2016.07.01,81,56,25.779438
2016.07.02,65,56,20.687202
2016.07.03,71,62,23.441545
2016.07.04,65,62,21.460569
2016.07.05,72,62,23.771708
2016.07.06,73,62,24.101871
2016.07.07,74,62,24.432032
2016.07.08,70,62,23.111382
2016.07.09,67,62,22.120895
2016.07.10,47,53,15.650888
2016.07.11,64,53,21.311848
2016.07.12,49,53,16.316883
2016.07.13,66,53,21.977842
2016.07.14,72,53,23.975828
2016.07.15,68,53,22.643837
2016.07.16,51,53,16.982878
2016.07.17,58,58,19.328245
2016.07.18,58,58,19.328245
2016.07.19,62,58,20.661228
2016.07.20,74,58,24.660175
2016.07.21,83,58,27.659384
2016.07.22,61,58,20.327982
2016.07.23,60,58,19.994736
2016.07.24,64,56,21.196569
2016.07.25,66,56,21.858961
2016.07.26,68,56,22.521355
2016.07.27,76,56,25.170925
2016.07.28,64,56,21.196569
2016.07.29,47,56,15.566231
2016.07.30,58,56,19.209391
2016.07.31,48,57,15.965077
2016.08.01,63,57,20.954165
2016.08.02,49,57,16.297684
2016.08.03,74,57,24.612827
2016.08.04,90,57,29.934519
2016.08.05,69,57,22.949799
2016.08.06,56,57,18.625923
2016.08.07,51,50,16.828714
2016.08.08,74,50,24.418137
2016.08.09,54,50,17.81864
2016.08.10,48,50,15.838791
2016.08.11,67,50,22.108313
2016.08.12,41,50,13.528967
2016.08.13,62,50,20.458437
2016.08.14,64,54,21.305223
2016.08.15,54,54,17.976282
2016.08.16,75,54,24.967058
2016.08.17,64,54,21.305223
2016.08.18,69,54,22.969694
2016.08.19,52,54,17.310495
2016.08.20,47,54,15.646024
2016.08.21,66,52,21.98494
2016.08.22,58,52,19.320099
2016.08.23,34,52,11.325575
2016.08.24,76,52,25.315989
2016.08.25,66,52,21.98494
2016.08.26,41,52,13.657311
2016.08.27,68,52,22.65115
2016.08.28,47,51,16.185928
2016.08.29,61,51,21.007269
2016.08.30,51,51,17.563454
2016.08.31,77,51,26.517372
2016.09.01,69,51,23.762321
2016.09.02,46,51,15.841548
2016.09.03,37,51,12.742114
2016.09.04,56,60,18.650846
2016.09.05,69,60,22.980509
2016.09.06,82,60,27.310167
2016.09.07,75,60,24.978811
2016.09.08,59,60,19.65
2016.09.09,61,60,20.316101
2016.09.10,70,60,23.313559
2016.09.11,53,53,17.86306
2016.09.12,51,53,17.188982
2016.09.13,87,53,29.322378
2016.09.14,65,53,21.907526
2016.09.15,48,53,16.177864
2016.09.16,58,53,19.548254
2016.09.17,50,53,16.851942
2016.09.18,59,57,18.786909
2016.09.19,63,57,20.060598
2016.09.20,62,57,19.742176
2016.09.21,60,57,19.105331
2016.09.22,60,57,19.105331
2016.09.23,76,57,24.200085
2016.09.24,89,57,28.339573
2016.09.25,76,59,24.942846
2016.09.26,77,59,25.271042
2016.09.27,53,59,17.394354
2016.09.28,61,59,20.019917
2016.09.29,86,59,28.224798
2016.09.30,51,59,16.737963
2016.10.01,67,59,21.989088
2016.10.02,76,52,23.912794
2016.10.03,43,52,13.529607
2016.10.04,51,52,16.046743
2016.10.05,69,52,21.710299
2016.10.06,72,52,22.654226
2016.10.07,65,52,20.451731
2016.10.08,57,52,17.934595
2016.10.09,69,52,21.963926
2016.10.10,56,52,17.825796
2016.10.11,71,52,22.600561
2016.10.12,71,52,22.600561
2016.10.13,56,52,17.825796
2016.10.14,45,52,14.3243
2016.10.15,60,52,19.099066
2016.10.16,89,59,29.209387
2016.10.17,71,59,23.301868
2016.10.18,77,59,25.271042
2016.10.19,77,59,25.271042
2016.10.20,53,59,17.394354
2016.10.21,56,59,18.378939
2016.10.22,48,59,15.753376
2016.10.23,63,53,20.6325
2016.10.24,52,53,17.030001
2016.10.25,49,53,16.047501
2016.10.26,71,53,23.252501
2016.10.27,66,53,21.615
2016.10.28,71,53,23.252501
2016.10.29,52,53,17.030001
2016.10.30,47,52,15.541943
2016.10.31,49,52,16.203302
2016.11.01,68,52,22.486214
2016.11.02,56,52,18.518059
2016.11.03,64,52,21.163496
2016.11.04,60,52,19.840776
2016.11.05,68,52,22.486214
2016.11.06,74,56,24.788311
2016.11.07,61,56,20.433607
2016.11.08,70,56,23.4484
2016.11.09,71,56,23.783379
2016.11.10,63,56,21.103561
2016.11.11,57,56,19.093699
2016.11.12,42,56,14.06904
2016.11.13,67,58,22.327454
2016.11.14,66,58,21.994209
2016.11.15,85,58,28.325874
2016.11.16,51,58,16.995525
2016.11.17,59,58,19.661489
2016.11.18,70,58,23.327192
2016.11.19,58,58,19.328245
2016.11.20,42,46,13.944464
2016.11.21,59,46,19.588652
2016.11.22,40,46,13.280441
2016.11.23,57,46,18.924629
2016.11.24,55,46,18.260607
2016.11.25,45,46,14.940495
2016.11.26,65,46,21.580717
2016.11.27,42,57,14.158646
2016.11.28,100,57,33.71106
2016.11.29,46,57,15.507089
2016.11.30,73,57,24.609076
2016.12.01,62,57,20.900858
2016.12.02,64,57,21.575079
2016.12.03,56,57,18.878195
2016.12.04,65,52,21.185644
2016.12.05,78,52,25.422775
2016.12.06,65,52,21.185644
2016.12.07,52,52,16.948517
2016.12.08,44,52,14.341052
2016.12.09,53,52,17.274448
2016.12.10,61,52,19.881912
2016.12.11,53,49,17.3575
2016.12.12,68,49,22.27
2016.12.13,60,49,19.65
2016.12.14,55,49,18.012501
2016.12.15,48,49,15.72
2016.12.16,39,49,12.7725
2016.12.17,69,49,22.5975
2016.12.18,61,50,20.489744
2016.12.19,39,50,13.1
2016.12.20,79,50,26.535898
2016.12.21,62,50,20.825642
2016.12.22,36,50,12.092308
2016.12.23,54,50,18.138462
2016.12.24,59,50,19.817949
2016.12.25,61,41,20.224138
2016.12.26,57,41,18.897964
2016.12.27,52,41,17.240248
2016.12.28,34,41,11.27247
2016.12.29,39,41,12.930186
2016.12.30,44,41,14.587902
2016.12.31,37,41,12.267099
2017.01.01,17,50,17.13077
2017.01.02,17,50,17.13077
2017.01.03,14,50,14.107692
2017.01.04,24,50,24.184616
2017.01.05,23,50,23.176924
2017.01.06,16,50,16.123077
2017.01.07,19,50,19.146154
2017.01.08,21,55,20.174
2017.01.09,20,55,19.213333
2017.01.10,24,55,23.056
2017.01.11,20,55,19.213333
2017.01.12,26,55,24.977333
2017.01.13,20,55,19.213333
2017.01.14,19,55,18.252666
2017.01.15,19,46,19.242689
2017.01.16,18,46,18.229916
2017.01.17,15,46,15.191596
2017.01.18,18,46,18.229916
2017.01.19,15,46,15.191596
2017.01.20,19,46,19.242689
2017.01.21,15,46,15.191596
2017.01.22,20,46,20.427118
2017.01.23,19,46,19.405762
2017.01.24,18,46,18.384405
2017.01.25,15,46,15.320338
2017.01.26,15,46,15.320338
2017.01.27,17,46,17.36305
2017.01.28,14,46,14.298983
2017.01.29,16,50,15.641792
2017.01.30,25,50,24.4403
2017.01.31,18,50,17.597015
2017.02.01,13,50,12.708955
2017.02.02,27,50,26.395525
2017.02.03,22,50,21.507463
2017.02.04,13,50,12.708955
2017.02.05,23,49,22.713385
2017.02.06,18,49,17.775694
2017.02.07,23,49,22.713385
2017.02.08,16,49,15.800616
2017.02.09,18,49,17.775694
2017.02.10,12,49,11.850462
2017.02.11,20,49,19.750771
2017.02.12,24,59,24.247843
2017.02.13,20,59,20.206535
2017.02.14,21,59,21.216862
2017.02.15,19,59,19.196209
2017.02.16,25,59,25.258169
2017.02.17,23,59,23.237516
2017.02.18,21,59,21.216862
2017.02.19,26,85,25.849108
2017.02.20,19,85,18.889732
2017.02.21,22,85,21.872322
2017.02.22,48,85,47.721428
2017.02.23,49,85,48.715626
2017.02.24,28,85,27.8375
2017.02.25,32,85,31.814287
2017.02.26,26,67,25.497429
2017.02.27,35,67,34.323463
2017.02.28,29,67,28.439442
2017.03.01,28,67,27.458771
2017.03.02,21,67,20.594078
2017.03.03,19,67,18.632738
2017.03.04,21,67,20.594078
2017.03.05,17,53,16.507833
2017.03.06,16,53,15.536784
2017.03.07,20,53,19.42098
2017.03.08,25,53,24.276224
2017.03.09,21,53,20.392029
2017.03.10,25,53,24.276224
2017.03.11,19,53,18.449932
2017.03.12,22,52,22.202074
2017.03.13,27,52,27.247999
2017.03.14,12,52,12.110221
2017.03.15,15,52,15.137777
2017.03.16,20,52,20.183704
2017.03.17,17,52,17.156149
2017.03.18,22,52,22.202074
2017.03.19,19,53,18.579859
2017.03.20,17,53,16.624083
2017.03.21,29,53,28.35873
2017.03.22,19,53,18.579859
2017.03.23,16,53,15.646196
2017.03.24,21,53,20.535633
2017.03.25,21,53,20.535633
2017.03.26,19,51,18.805777
2017.03.27,16,51,15.836444
2017.03.28,21,51,20.785332
2017.03.29,22,51,21.77511
2017.03.30,18,51,17.815998
2017.03.31,18,51,17.815998
2017.04.01,21,51,20.785332
2017.04.02,25,54,24.908451
2017.04.03,14,54,13.948732
2017.04.04,24,54,23.912111
2017.04.05,24,54,23.912111
2017.04.06,22,54,21.919437
2017.04.07,18,54,17.934084
2017.04.08,15,54,14.94507
2017.04.09,23,56,23.434446
2017.04.10,22,56,22.415558
2017.04.11,23,56,23.434446
2017.04.12,22,56,22.415558
2017.04.13,19,56,19.358891
2017.04.14,19,56,19.358891
2017.04.15,16,56,16.302223
2017.04.16,18,57,17.802118
2017.04.17,18,57,17.802118
2017.04.18,25,57,24.725164
2017.04.19,17,57,16.813112
2017.04.20,22,57,21.758146
2017.04.21,25,57,24.725164
2017.04.22,26,57,25.714172
2017.04.23,16,49,15.800616
2017.04.24,21,49,20.738308
2017.04.25,15,49,14.813077
2017.04.26,22,49,21.725847
2017.04.27,16,49,15.800616
2017.04.28,20,49,19.750771
2017.04.29,20,49,19.750771
2017.04.30,17,48,16.834017
2017.05.01,20,48,19.804728
2017.05.02,22,48,21.785198
2017.05.03,19,48,18.814489
2017.05.04,13,48,12.873072
2017.05.05,16,48,15.843781
2017.05.06,20,48,19.804728
2017.05.07,20,56,19.433113
2017.05.08,23,56,22.34808
2017.05.09,25,56,24.291389
2017.05.10,23,56,22.34808
2017.05.11,23,56,22.34808
2017.05.12,16,56,15.54649
2017.05.13,21,56,20.404768
2017.05.14,19,56,19.358891
2017.05.15,22,56,22.415558
2017.05.16,20,56,20.377779
2017.05.17,21,56,21.396667
2017.05.18,18,56,18.34
2017.05.19,20,56,20.377779
2017.05.20,24,56,24.453335
2017.05.21,21,56,20.81838
2017.05.22,26,56,25.775137
2017.05.23,25,56,24.783785
2017.05.24,17,56,16.852974
2017.05.25,19,56,18.835676
2017.05.26,17,56,16.852974
2017.05.27,23,56,22.801083
2017.05.28,24,56,24.118357
2017.05.29,20,56,20.098631
2017.05.30,21,56,21.103561
2017.05.31,20,56,20.098631
2017.06.01,19,56,19.093699
2017.06.02,20,56,20.098631
2017.06.03,22,56,22.108494
2017.06.04,26,63,26.168049
2017.06.05,19,63,19.122807
2017.06.06,21,63,21.135733
2017.06.07,25,63,25.161585
2017.06.08,23,63,23.148659
2017.06.09,31,63,31.200367
2017.06.10,19,63,19.122807
2017.06.11,24,100,24.000002
2017.06.12,21,100,21.000002
2017.06.13,21,100,21.000002
2017.06.14,100,100,100
2017.06.15,52,100,52.000004
2017.06.16,25,100,25
2017.06.17,19,100,19
2017.06.18,28,66,27.826206
2017.06.19,27,66,26.832413
2017.06.20,30,66,29.813791
2017.06.21,23,66,22.857241
2017.06.22,23,66,22.857241
2017.06.23,20,66,19.875862
2017.06.24,23,66,22.857241
2017.06.25,25,61,24.971876
2017.06.26,23,61,22.974127
2017.06.27,27,61,26.969625
2017.06.28,23,61,22.974127
2017.06.29,24,61,23.973001
2017.06.30,19,61,18.978624
2017.07.01,19,61,18.978624
2017.07.02,47,59,24.711769
2017.07.03,44,59,23.134422
2017.07.04,42,59,22.082857
2017.07.05,47,59,24.711769
2017.07.06,42,59,22.082857
2017.07.07,45,59,23.660206
2017.07.08,27,59,14.196122
2017.07.09,32,78,17.209263
2017.07.10,32,78,17.209263
2017.07.11,40,78,21.51158
2017.07.12,81,78,43.560947
2017.07.13,100,78,53.778946
2017.07.14,59,78,31.729578
2017.07.15,36,78,19.36042
2017.07.16,44,56,23.560877
2017.07.17,40,56,21.418978
2017.07.18,34,56,18.206131
2017.07.19,37,56,19.812555
2017.07.20,49,56,26.238249
2017.07.21,36,56,19.277081
2017.07.22,34,56,18.206131
2017.07.23,29,56,15.52876
2017.07.24,40,56,21.418978
2017.07.25,45,56,24.096352
2017.07.26,33,56,17.670656
2017.07.27,48,56,25.702774
2017.07.28,38,56,20.34803
2017.07.29,41,56,21.954453
2017.07.30,40,67,21.604925
2017.07.31,39,67,21.064802
2017.08.01,49,67,26.466032
2017.08.02,42,67,22.685171
2017.08.03,48,67,25.925909
2017.08.04,61,67,32.94751
2017.08.05,46,67,24.845661
2017.08.06,43,61,23.217096
2017.08.07,40,61,21.5973
2017.08.08,39,61,21.057365
2017.08.09,48,61,25.916756
2017.08.10,53,61,28.616421
2017.08.11,32,61,17.277838
2017.08.12,41,61,22.13723
2017.08.13,37,54,19.679548
2017.08.14,44,54,23.402706
2017.08.15,28,54,14.892631
2017.08.16,39,54,20.743307
2017.08.17,45,54,23.934586
2017.08.18,36,54,19.147669
2017.08.19,37,54,19.679548
2017.08.20,57,68,30.495857
2017.08.21,43,68,23.005646
2017.08.22,62,68,33.170933
2017.08.23,46,68,24.610691
2017.08.24,45,68,24.075676
2017.08.25,38,68,20.33057
2017.08.26,42,68,22.470631
2017.08.27,37,59,20.499857
2017.08.28,49,59,27.148458
2017.08.29,28,59,15.513405
2017.08.30,47,59,26.040359
2017.08.31,45,59,24.932257
2017.09.01,37,59,20.499857
2017.09.02,36,59,19.945807
2017.09.03,42,65,22.492453
2017.09.04,46,65,24.634592
2017.09.05,51,65,27.312263
2017.09.06,50,65,26.77673
2017.09.07,54,65,28.918869
2017.09.08,38,65,20.350315
2017.09.09,37,65,19.814779
2017.09.10,35,54,18.615789
2017.09.11,40,54,21.275187
2017.09.12,42,54,22.338947
2017.09.13,33,54,17.552029
2017.09.14,40,54,21.275187
2017.09.15,46,54,24.466465
2017.09.16,30,54,15.95639
2017.09.17,43,48,22.072165
2017.09.18,24,48,12.319347
2017.09.19,43,48,22.072165
2017.09.20,38,48,19.505634
2017.09.21,31,48,15.91249
2017.09.22,30,48,15.399184
2017.09.23,36,48,18.479021
2017.09.24,40,54,21.275187
2017.09.25,41,54,21.807068
2017.09.26,39,54,20.743307
2017.09.27,48,54,25.530226
2017.09.28,29,54,15.424511
2017.09.29,31,54,16.488272
2017.09.30,38,54,20.211428
2017.10.01,33,48,17.292002
2017.10.02,37,48,19.388002
2017.10.03,39,48,20.436001
2017.10.04,34,48,17.816002
2017.10.05,33,48,17.292002
2017.10.06,30,48,15.720002
2017.10.07,34,48,17.816002
2017.10.08,34,53,18.299379
2017.10.09,41,53,22.066898
2017.10.10,38,53,20.452248
2017.10.11,37,53,19.91403
2017.10.12,29,53,15.608294
2017.10.13,45,53,24.219769
2017.10.14,34,53,18.299379
2017.10.15,44,53,23.590117
2017.10.16,39,53,20.909422
2017.10.17,46,53,24.662394
2017.10.18,33,53,17.692587
2017.10.19,34,53,18.228725
2017.10.20,30,53,16.084169
2017.10.21,33,53,17.692587
2017.10.22,26,51,13.7317
2017.10.23,32,51,16.900555
2017.10.24,43,51,22.710119
2017.10.25,30,51,15.844269
2017.10.26,42,51,22.181978
2017.10.27,42,51,22.181978
2017.10.28,38,51,20.069408
2017.10.29,34,57,17.816
2017.10.30,41,57,21.483999
2017.10.31,48,57,25.151999
2017.11.01,42,57,22.007999
2017.11.02,31,57,16.243999
2017.11.03,40,57,20.960001
2017.11.04,49,57,25.676001
2017.11.05,42,57,22.562157
2017.11.06,39,57,20.950575
2017.11.07,38,57,20.413382
2017.11.08,44,57,23.636547
2017.11.09,44,57,23.636547
2017.11.10,37,57,19.876186
2017.11.11,34,57,18.264603
2017.11.12,41,55,21.881851
2017.11.13,40,55,21.348146
2017.11.14,36,55,19.213333
2017.11.15,38,55,20.280739
2017.11.16,39,55,20.814444
2017.11.17,40,55,21.348146
2017.11.18,36,55,19.213333
2017.11.19,41,54,22.055817
2017.11.20,32,54,17.214296
2017.11.21,42,54,22.593763
2017.11.22,26,54,13.986616
2017.11.23,43,54,23.131712
2017.11.24,33,54,17.752243
2017.11.25,46,54,24.745552
2017.11.26,37,52,20.744362
2017.11.27,38,52,21.305021
2017.11.28,38,52,21.305021
2017.11.29,40,52,22.426338
2017.11.30,49,52,27.472263
2017.12.01,21,52,11.773827
2017.12.02,20,52,11.213169
2017.12.03,39,57,21.179129
2017.12.04,37,57,20.093019
2017.12.05,28,57,15.205529
2017.12.06,47,57,25.523563
2017.12.07,49,57,26.609674
2017.12.08,35,57,19.00691
2017.12.09,40,57,21.722183
2017.12.10,45,50,24.359503
2017.12.11,37,50,20.028925
2017.12.12,28,50,15.157024
2017.12.13,30,50,16.23967
2017.12.14,35,50,18.946281
2017.12.15,29,50,15.698346
2017.12.16,38,50,20.570248
2017.12.17,40,52,21.12248
2017.12.18,44,52,23.234728
2017.12.19,44,52,23.234728
2017.12.20,31,52,16.369921
2017.12.21,36,52,19.010233
2017.12.22,37,52,19.538294
2017.12.23,26,52,13.729612
2017.12.24,27,46,14.086754
2017.12.25,33,46,17.217144
2017.12.26,31,46,16.173679
2017.12.27,43,46,22.434458
2017.12.28,31,46,16.173679
2017.12.29,30,46,15.651948
2017.12.30,36,46,18.782337
